t,o,judge
2016-01-07T15:00:00Z,24.7475,0
2016-01-07T15:30:00Z,24.84,0
2016-01-07T16:00:00Z,24.949125,0
2016-01-07T16:30:00Z,24.815,0
2016-01-07T17:00:00Z,24.7525,0
2016-01-07T17:30:00Z,24.6725,0
2016-01-07T18:00:00Z,24.5425,0
2016-01-07T18:30:00Z,24.4875,0
2016-01-07T19:00:00Z,24.447375,0
2016-01-07T19:30:00Z,24.305,0
2016-01-07T20:00:00Z,24.2875,0
2016-01-07T20:30:00Z,24.15,0
2016-01-07T21:00:00Z,24.1125,0
2016-01-07T21:30:00Z,24.01,0
2016-01-07T22:00:00Z,23.975025,0
2016-01-07T22:30:00Z,23.9825,0
2016-01-07T23:00:00Z,23.9675,0
2016-01-07T23:30:00Z,23.945,0
2016-01-08T00:00:00Z,23.93,0
2016-01-08T00:30:00Z,23.8875,0
2016-01-08T09:00:00Z,24.165,0
2016-01-08T09:30:00Z,24.35,0
2016-01-08T10:00:00Z,24.38,0
2016-01-08T10:30:00Z,24.3325,0
2016-01-08T11:00:00Z,24.2675,0
2016-01-08T11:30:00Z,24.275,0
2016-01-08T12:00:00Z,24.2875,0
2016-01-08T12:30:00Z,24.375,0
2016-01-08T13:00:00Z,24.355,0
2016-01-08T13:30:00Z,24.375,0
2016-01-08T14:00:00Z,24.425,0
2016-01-08T14:30:00Z,24.6375,0
2016-01-08T15:00:00Z,24.77,0
2016-01-08T15:30:00Z,24.475,0
2016-01-08T16:00:00Z,24.41,0
2016-01-08T16:30:00Z,24.3225,0
2016-01-08T17:00:00Z,24.4825,0
2016-01-08T17:30:00Z,24.705,0
2016-01-08T18:00:00Z,24.62,0
2016-01-08T18:30:00Z,24.605,0
2016-01-08T19:00:00Z,24.62305,0
2016-01-08T19:30:00Z,24.37,0
2016-01-08T20:00:00Z,24.4075,0
2016-01-08T20:30:00Z,24.36,0
2016-01-08T21:00:00Z,24.24,0
2016-01-08T21:30:00Z,24.250025,0
2016-01-08T22:00:00Z,24.2475,0
2016-01-08T22:30:00Z,24.2525,0
2016-01-08T23:00:00Z,24.265,0
2016-01-11T09:00:00Z,24.41,0
2016-01-11T09:30:00Z,24.415,0
2016-01-11T10:00:00Z,24.4575,0
2016-01-11T10:30:00Z,24.4125,0
2016-01-11T11:00:00Z,24.325,0
2016-01-11T11:30:00Z,24.46,0
2016-01-11T12:00:00Z,24.48,0
2016-01-11T12:30:00Z,24.4925,0
2016-01-11T13:00:00Z,24.4775,0
2016-01-11T13:30:00Z,24.6175,0
2016-01-11T14:00:00Z,24.6275,0
2016-01-11T14:30:00Z,24.7425,0
2016-01-11T15:00:00Z,24.4875,0
2016-01-11T15:30:00Z,24.5275,0
2016-01-11T16:00:00Z,24.4325,0
2016-01-11T16:30:00Z,24.4575,0
2016-01-11T17:00:00Z,24.57,0
2016-01-11T17:30:00Z,24.4625,0
2016-01-11T18:00:00Z,24.505,0
2016-01-11T18:30:00Z,24.4775,0
2016-01-11T19:00:00Z,24.423125,0
2016-01-11T19:30:00Z,24.59,0
2016-01-11T20:00:00Z,24.515,0
2016-01-11T20:30:00Z,24.618125,0
2016-01-11T21:00:00Z,24.6325,0
2016-01-11T21:30:00Z,24.6125,0
2016-01-11T22:00:00Z,24.6175,0
2016-01-11T22:30:00Z,24.6325,0
2016-01-11T23:00:00Z,24.6375,0
2016-01-11T23:30:00Z,24.6425,0
2016-01-12T00:00:00Z,24.68,0
2016-01-12T00:30:00Z,24.675,0
2016-01-12T09:00:00Z,24.555,0
2016-01-12T09:30:00Z,24.725,0
2016-01-12T10:00:00Z,24.7425,0
2016-01-12T10:30:00Z,24.7125,0
2016-01-12T11:00:00Z,24.825,0
2016-01-12T11:30:00Z,25.15,0
2016-01-12T12:00:00Z,25.0525,0
2016-01-12T12:30:00Z,25.075,0
2016-01-12T13:00:00Z,25.08,0
2016-01-12T13:30:00Z,25.0575,0
2016-01-12T14:00:00Z,25.1,0
2016-01-12T14:30:00Z,25.1375,0
2016-01-12T15:00:00Z,25.095,0
2016-01-12T15:30:00Z,25.005,0
2016-01-12T16:00:00Z,24.925,0
2016-01-12T16:30:00Z,24.8525,0
2016-01-12T17:00:00Z,24.9125,0
2016-01-12T17:30:00Z,24.835,0
2016-01-12T18:00:00Z,24.80375,0
2016-01-12T18:30:00Z,24.82125,0
2016-01-12T19:00:00Z,24.8275,0
2016-01-12T19:30:00Z,24.8275,0
2016-01-12T20:00:00Z,24.90525,0
2016-01-12T20:30:00Z,24.921525,0
2016-01-12T21:00:00Z,24.99,0
2016-01-12T21:30:00Z,24.9475,0
2016-01-12T22:00:00Z,24.9475,0
2016-01-12T22:30:00Z,24.945,0
2016-01-12T23:00:00Z,24.93,0
2016-01-12T23:30:00Z,24.9525,0
2016-01-13T00:00:00Z,24.9875,0
2016-01-13T00:30:00Z,25.0175,0
2016-01-13T09:00:00Z,25.2375,0
2016-01-13T09:30:00Z,25.2025,0
2016-01-13T10:00:00Z,25.2125,0
2016-01-13T10:30:00Z,25.175,0
2016-01-13T11:00:00Z,25.1925,0
2016-01-13T11:30:00Z,25.15,0
2016-01-13T12:00:00Z,25.135,0
2016-01-13T12:30:00Z,25.16,0
2016-01-13T13:00:00Z,25.1,0
2016-01-13T13:30:00Z,25.135,0
2016-01-13T14:00:00Z,25.065,0
2016-01-13T14:30:00Z,25.08,0
2016-01-13T15:00:00Z,25.1125,0
2016-01-13T15:30:00Z,25.0525,0
2016-01-13T16:00:00Z,25.06375,0
2016-01-13T16:30:00Z,25.2125,0
2016-01-13T17:00:00Z,25.1775,0
2016-01-13T17:30:00Z,25.05,0
2016-01-13T18:00:00Z,25.03,0
2016-01-13T18:30:00Z,24.9075,0
2016-01-13T19:00:00Z,24.59525,0
2016-01-13T19:30:00Z,24.685,0
2016-01-13T20:00:00Z,24.5375,0
2016-01-13T20:30:00Z,24.5625,0
2016-01-13T21:00:00Z,24.3475,0
2016-01-13T21:30:00Z,24.34,0
2016-01-13T22:00:00Z,24.3625,0
2016-01-13T22:30:00Z,24.3625,0
2016-01-13T23:00:00Z,24.34,0
2016-01-13T23:30:00Z,24.3625,0
2016-01-14T00:00:00Z,24.355,0
2016-01-14T00:30:00Z,24.325,0
2016-01-14T09:00:00Z,24.385,0
2016-01-14T09:30:00Z,24.3125,0
2016-01-14T10:00:00Z,24.35,0
2016-01-14T10:30:00Z,24.25,0
2016-01-14T11:00:00Z,24.3125,0
2016-01-14T11:30:00Z,24.22,0
2016-01-14T12:00:00Z,24.23,0
2016-01-14T12:30:00Z,24.255,0
2016-01-14T13:00:00Z,24.34,0
2016-01-14T13:30:00Z,24.345,0
2016-01-14T14:00:00Z,24.4175,0
2016-01-14T14:30:00Z,24.49,0
2016-01-14T15:00:00Z,23.9852,0
2016-01-14T15:30:00Z,24.2975,0
2016-01-14T16:00:00Z,24.4825,0
2016-01-14T16:30:00Z,24.445,0
2016-01-14T17:00:00Z,24.5425,0
2016-01-14T17:30:00Z,24.48,0
2016-01-14T18:00:00Z,24.6325,0
2016-01-14T18:30:00Z,24.802475,0
2016-01-14T19:00:00Z,24.87,0
2016-01-14T19:30:00Z,24.9175,0
2016-01-14T20:00:00Z,25.0125,0
2016-01-14T20:30:00Z,25.02525,0
2016-01-14T21:00:00Z,24.88,0
2016-01-14T21:30:00Z,24.8525,0
2016-01-14T22:00:00Z,24.68,0
2016-01-14T22:30:00Z,24.6875,0
2016-01-14T23:00:00Z,24.6875,0
2016-01-14T23:30:00Z,24.6875,0
2016-01-15T00:00:00Z,24.662525,0
2016-01-15T00:30:00Z,24.75,0
2016-01-15T09:00:00Z,24.59,0
2016-01-15T09:30:00Z,24.46,0
2016-01-15T10:00:00Z,24.3875,0
2016-01-15T10:30:00Z,24.35,0
2016-01-15T11:00:00Z,24.28,0
2016-01-15T11:30:00Z,24.25,0
2016-01-15T12:00:00Z,24.325,0
2016-01-15T12:30:00Z,24.3775,0
2016-01-15T13:00:00Z,24.42,0
2016-01-15T13:30:00Z,24.365,0
2016-01-15T14:00:00Z,24.15,0
2016-01-15T14:30:00Z,24.05,0
2016-01-15T15:00:00Z,24.2505,0
2016-01-15T15:30:00Z,24.205875,0
2016-01-15T16:00:00Z,24.018,0
2016-01-15T16:30:00Z,24.115,0
2016-01-15T17:00:00Z,24.01,0
2016-01-15T17:30:00Z,23.955,0
2016-01-15T18:00:00Z,24.14,0
2016-01-15T18:30:00Z,24.210025,0
2016-01-15T19:00:00Z,24.304975,0
2016-01-15T19:30:00Z,24.2025,0
2016-01-15T20:00:00Z,24.3775,0
2016-01-15T20:30:00Z,24.3,0
2016-01-15T21:00:00Z,24.2675,0
2016-01-15T21:30:00Z,24.2975,0
2016-01-15T22:00:00Z,24.2925,0
2016-01-15T22:30:00Z,24.2875,0
2016-01-15T23:00:00Z,24.29,0
2016-01-19T09:00:00Z,24.47,0
2016-01-19T09:30:00Z,24.6925,0
2016-01-19T10:00:00Z,24.75,0
2016-01-19T10:30:00Z,24.745,0
2016-01-19T11:00:00Z,24.78,0
2016-01-19T11:30:00Z,24.7775,0
2016-01-19T12:00:00Z,24.715,0
2016-01-19T12:30:00Z,24.655,0
2016-01-19T13:00:00Z,24.575,0
2016-01-19T13:30:00Z,24.68,0
2016-01-19T14:00:00Z,24.675,0
2016-01-19T14:30:00Z,24.6025,0
2016-01-19T15:00:00Z,24.47,0
2016-01-19T15:30:00Z,24.515,0
2016-01-19T16:00:00Z,24.2505,0
2016-01-19T16:30:00Z,24.1875,0
2016-01-19T17:00:00Z,24.11625,0
2016-01-19T17:30:00Z,24.135,0
2016-01-19T18:00:00Z,24.1475,0
2016-01-19T18:30:00Z,24.14,0
2016-01-19T19:00:00Z,24.0675,0
2016-01-19T19:30:00Z,24.02,0
2016-01-19T20:00:00Z,23.975,0
2016-01-19T20:30:00Z,24.1725,0
2016-01-19T21:00:00Z,24.165,0
2016-01-19T21:30:00Z,24.1525,0
2016-01-19T22:00:00Z,24.15,0
2016-01-19T22:30:00Z,24.1125,0
2016-01-19T23:00:00Z,24.1,0
2016-01-19T23:30:00Z,24.14,0
2016-01-20T00:00:00Z,24.15,0
2016-01-20T00:30:00Z,24.1125,0
2016-01-20T09:00:00Z,23.875,0
2016-01-20T09:30:00Z,23.555,0
2016-01-20T10:00:00Z,23.65,0
2016-01-20T10:30:00Z,23.625,0
2016-01-20T11:00:00Z,23.635,0
2016-01-20T11:30:00Z,23.6525,0
2016-01-20T12:00:00Z,23.67,0
2016-01-20T12:30:00Z,23.72,0
2016-01-20T13:00:00Z,23.715,0
2016-01-20T13:30:00Z,23.695,0
2016-01-20T14:00:00Z,23.8525,0
2016-01-20T14:30:00Z,23.775,0
2016-01-20T15:00:00Z,23.6255,0
2016-01-20T15:30:00Z,23.5075,0
2016-01-20T16:00:00Z,23.3775,0
2016-01-20T16:30:00Z,23.57375,0
2016-01-20T17:00:00Z,23.52,0
2016-01-20T17:30:00Z,23.4975,0
2016-01-20T18:00:00Z,23.640125,0
2016-01-20T18:30:00Z,23.675,0
2016-01-20T19:00:00Z,23.8995,0
2016-01-20T19:30:00Z,23.924975,0
2016-01-20T20:00:00Z,23.96,0
2016-01-20T20:30:00Z,24.5,0
2016-01-20T21:00:00Z,24.2,0
2016-01-20T21:30:00Z,24.2275,0
2016-01-20T22:00:00Z,24.1625,0
2016-01-20T22:30:00Z,24.1775,0
2016-01-20T23:00:00Z,24.1975,0
2016-01-20T23:30:00Z,24.28,0
2016-01-21T00:00:00Z,24.28,0
2016-01-21T00:30:00Z,24.2875,0
2016-01-21T09:00:00Z,22.755,0
2016-01-21T09:30:00Z,24.025,0
2016-01-21T10:00:00Z,24.0925,0
2016-01-21T10:30:00Z,24.09,0
2016-01-21T11:00:00Z,24.1,0
2016-01-21T11:30:00Z,24.0075,0
2016-01-21T12:00:00Z,24.05,0
2016-01-21T12:30:00Z,24.0625,0
2016-01-21T13:00:00Z,24.1525,0
2016-01-21T13:30:00Z,24.26,0
2016-01-21T14:00:00Z,24.2175,0
2016-01-21T14:30:00Z,24.265,0
2016-01-21T15:00:00Z,23.81,0
2016-01-21T15:30:00Z,24.1425,0
2016-01-21T16:00:00Z,24.1125,0
2016-01-21T16:30:00Z,24.21,0
2016-01-21T17:00:00Z,24.42475,0
2016-01-21T17:30:00Z,24.4125,0
2016-01-21T18:00:00Z,24.34125,0
2016-01-21T18:30:00Z,24.247475,0
2016-01-21T19:00:00Z,24.205,0
2016-01-21T19:30:00Z,24.0405,0
2016-01-21T20:00:00Z,24.2325,0
2016-01-21T20:30:00Z,24.069,0
2016-01-21T21:00:00Z,24.075,0
2016-01-21T21:30:00Z,24.085,0
2016-01-21T22:00:00Z,24.08,0
2016-01-21T22:30:00Z,24.075,0
2016-01-21T23:00:00Z,24.1225,0
2016-01-21T23:30:00Z,24.0925,0
2016-01-22T00:00:00Z,24.105,0
2016-01-22T00:30:00Z,24.1125,0
2016-01-22T09:00:00Z,24.44,0
2016-01-22T10:00:00Z,24.4375,0
2016-01-22T10:30:00Z,24.5,0
2016-01-22T11:00:00Z,24.45,0
2016-01-22T11:30:00Z,24.5,0
2016-01-22T12:00:00Z,24.5325,0
2016-01-22T12:30:00Z,24.5375,0
2016-01-22T13:00:00Z,24.58,0
2016-01-22T13:30:00Z,24.575,0
2016-01-22T14:00:00Z,24.5225,0
2016-01-22T14:30:00Z,24.625,0
2016-01-22T15:00:00Z,24.9575,0
2016-01-22T15:30:00Z,24.857,0
2016-01-22T16:00:00Z,24.8675,0
2016-01-22T16:30:00Z,24.8775,0
2016-01-22T17:00:00Z,24.8425,0
2016-01-22T17:30:00Z,25.01125,0
2016-01-22T18:00:00Z,25.0475,0
2016-01-22T18:30:00Z,25.0375,0
2016-01-22T19:00:00Z,25.09,0
2016-01-22T19:30:00Z,25.140625,0
2016-01-22T20:00:00Z,25.225,0
2016-01-22T20:30:00Z,25.2225,0
2016-01-22T21:00:00Z,25.355,0
2016-01-22T21:30:00Z,25.374975,0
2016-01-22T22:00:00Z,25.37,0
2016-01-22T22:30:00Z,25.3875,0
2016-01-22T23:00:00Z,25.4,0
2016-01-25T09:00:00Z,25.5,0
2016-01-25T09:30:00Z,25.425,0
2016-01-25T10:00:00Z,25.425,0
2016-01-25T10:30:00Z,25.4125,0
2016-01-25T11:00:00Z,25.4725,0
2016-01-25T11:30:00Z,25.4125,0
2016-01-25T12:00:00Z,25.4,0
2016-01-25T12:30:00Z,25.3375,0
2016-01-25T13:00:00Z,25.35,0
2016-01-25T13:30:00Z,25.32,0
2016-01-25T14:00:00Z,25.2425,0
2016-01-25T14:30:00Z,25.38,0
2016-01-25T15:00:00Z,25.2275,0
2016-01-25T15:30:00Z,25.2413,0
2016-01-25T16:00:00Z,25.2,0
2016-01-25T16:30:00Z,25.155,0
2016-01-25T17:00:00Z,25.1225,0
2016-01-25T17:30:00Z,25.0675,0
2016-01-25T18:00:00Z,25.21,0
2016-01-25T18:30:00Z,25.19,0
2016-01-25T19:00:00Z,25.125,0
2016-01-25T19:30:00Z,25.1325,0
2016-01-25T20:00:00Z,25.1025,0
2016-01-25T20:30:00Z,24.95,0
2016-01-25T21:00:00Z,24.8575,0
2016-01-25T21:30:00Z,24.85,0
2016-01-25T22:00:00Z,24.857525,0
2016-01-25T22:30:00Z,24.8175,0
2016-01-25T23:00:00Z,24.825,0
2016-01-25T23:30:00Z,24.85,0
2016-01-26T00:00:00Z,24.85,0
2016-01-26T00:30:00Z,24.8325,0
2016-01-26T09:00:00Z,24.7625,0
2016-01-26T09:30:00Z,24.7125,0
2016-01-26T10:00:00Z,24.7425,0
2016-01-26T10:30:00Z,24.765,0
2016-01-26T11:00:00Z,24.8125,0
2016-01-26T11:30:00Z,24.85,0
2016-01-26T12:00:00Z,24.975,0
2016-01-26T12:30:00Z,25.005,0
2016-01-26T13:00:00Z,24.9775,0
2016-01-26T13:30:00Z,24.9625,0
2016-01-26T14:00:00Z,25.0,0
2016-01-26T14:30:00Z,24.98,0
2016-01-26T15:00:00Z,24.618,0
2016-01-26T15:30:00Z,24.815,0
2016-01-26T16:00:00Z,24.9325,0
2016-01-26T16:30:00Z,25.027,0
2016-01-26T17:00:00Z,25.0875,0
2016-01-26T17:30:00Z,25.1,0
2016-01-26T18:00:00Z,25.09625,0
2016-01-26T18:30:00Z,25.055,0
2016-01-26T19:00:00Z,25.03,0
2016-01-26T19:30:00Z,25.03125,0
2016-01-26T20:00:00Z,25.090025,0
2016-01-26T20:30:00Z,24.866875,0
2016-01-26T21:00:00Z,24.99875,0
2016-01-26T21:30:00Z,24.7075,0
2016-01-26T22:00:00Z,24.9025,0
2016-01-26T22:30:00Z,24.7075,0
2016-01-26T23:00:00Z,24.4,0
2016-01-26T23:30:00Z,24.4375,0
2016-01-27T00:00:00Z,24.33,0
2016-01-27T00:30:00Z,24.32,0
2016-01-27T09:00:00Z,24.2625,0
2016-01-27T09:30:00Z,24.32,0
2016-01-27T10:00:00Z,24.3025,0
2016-01-27T10:30:00Z,24.2525,0
2016-01-27T11:00:00Z,24.1525,0
2016-01-27T11:30:00Z,24.0475,0
2016-01-27T12:00:00Z,23.9675,0
2016-01-27T12:30:00Z,23.9775,0
2016-01-27T13:00:00Z,24.0,0
2016-01-27T13:30:00Z,24.22,0
2016-01-27T14:00:00Z,24.155,0
2016-01-27T14:30:00Z,24.01,0
2016-01-27T15:00:00Z,23.83,0
2016-01-27T15:30:00Z,23.67125,0
2016-01-27T16:00:00Z,23.5675,0
2016-01-27T16:30:00Z,23.55,0
2016-01-27T17:00:00Z,23.8525,0
2016-01-27T17:30:00Z,23.880025,0
2016-01-27T18:00:00Z,23.8275,0
2016-01-27T18:30:00Z,23.855,0
2016-01-27T19:00:00Z,23.8175,0
2016-01-27T19:30:00Z,23.685,0
2016-01-27T20:00:00Z,23.52,0
2016-01-27T20:30:00Z,23.4775,0
2016-01-27T21:00:00Z,23.355,0
2016-01-27T21:30:00Z,23.375,0
2016-01-27T22:00:00Z,23.395,0
2016-01-27T22:30:00Z,23.3725,0
2016-01-27T23:00:00Z,23.3975,0
2016-01-27T23:30:00Z,23.425,0
2016-01-28T00:00:00Z,23.4575,0
2016-01-28T00:30:00Z,23.4375,0
2016-01-28T09:00:00Z,23.5,0
2016-01-28T09:30:00Z,23.6025,0
2016-01-28T10:00:00Z,23.7125,0
2016-01-28T10:30:00Z,23.6575,0
2016-01-28T11:00:00Z,23.575,0
2016-01-28T11:30:00Z,23.6225,0
2016-01-28T12:00:00Z,23.535,0
2016-01-28T12:30:00Z,23.5175,0
2016-01-28T13:00:00Z,23.4925,0
2016-01-28T13:30:00Z,23.465,0
2016-01-28T14:00:00Z,23.4725,0
2016-01-28T14:30:00Z,23.4475,0
2016-01-28T15:00:00Z,23.4075,0
2016-01-28T15:30:00Z,23.196875,0
2016-01-28T16:00:00Z,23.36,0
2016-01-28T16:30:00Z,23.36,0
2016-01-28T17:00:00Z,23.2525,0
2016-01-28T17:30:00Z,23.4,0
2016-01-28T18:00:00Z,23.3525,0
2016-01-28T18:30:00Z,23.37975,0
2016-01-28T19:00:00Z,23.3675,0
2016-01-28T19:30:00Z,23.58375,0
2016-01-28T20:00:00Z,23.4725,0
2016-01-28T20:30:00Z,23.5425,0
2016-01-28T21:00:00Z,23.5225,0
2016-01-28T21:30:00Z,23.425,0
2016-01-28T22:00:00Z,23.4075,0
2016-01-28T22:30:00Z,23.4275,0
2016-01-28T23:00:00Z,23.425,0
2016-01-28T23:30:00Z,23.425,0
2016-01-29T00:00:00Z,23.45,0
2016-01-29T00:30:00Z,23.415,0
2016-01-29T09:00:00Z,23.5125,0
2016-01-29T09:30:00Z,23.6275,0
2016-01-29T10:00:00Z,23.68,0
2016-01-29T10:30:00Z,23.665,0
2016-01-29T11:00:00Z,23.6575,0
2016-01-29T11:30:00Z,23.63,0
2016-01-29T12:00:00Z,23.6125,0
2016-01-29T12:30:00Z,23.615,0
2016-01-29T13:00:00Z,23.615,0
2016-01-29T13:30:00Z,23.565,0
2016-01-29T14:00:00Z,23.6125,0
2016-01-29T14:30:00Z,23.63,0
2016-01-29T15:00:00Z,23.9,0
2016-01-29T15:30:00Z,23.8575,0
2016-01-29T16:00:00Z,23.89625,0
2016-01-29T16:30:00Z,23.885,0
2016-01-29T17:00:00Z,23.9375,0
2016-01-29T17:30:00Z,24.059975,0
2016-01-29T18:00:00Z,24.0475,0
2016-01-29T18:30:00Z,24.09,0
2016-01-29T19:00:00Z,24.179725,0
2016-01-29T19:30:00Z,24.215,0
2016-01-29T20:00:00Z,24.1625,0
2016-01-29T20:30:00Z,24.2275,0
2016-01-29T21:00:00Z,24.335,0
2016-01-29T21:30:00Z,24.2625,0
2016-01-29T22:00:00Z,24.2675,0
2016-01-29T22:30:00Z,24.295,0
2016-01-29T23:00:00Z,24.2875,0
2016-02-01T09:00:00Z,24.275,0
2016-02-01T09:30:00Z,24.1375,0
2016-02-01T10:00:00Z,24.1375,0
2016-02-01T10:30:00Z,24.175,0
2016-02-01T11:00:00Z,24.1875,0
2016-02-01T11:30:00Z,24.1975,0
2016-02-01T12:00:00Z,24.15,0
2016-02-01T12:30:00Z,24.1,0
2016-02-01T13:00:00Z,24.075,0
2016-02-01T13:30:00Z,24.0775,0
2016-02-01T14:00:00Z,24.335,0
2016-02-01T14:30:00Z,24.1175,0
2016-02-01T15:00:00Z,24.0125,0
2016-02-01T15:30:00Z,23.88775,0
2016-02-01T16:00:00Z,24.095,0
2016-02-01T16:30:00Z,24.03,0
2016-02-01T17:00:00Z,24.1075,0
2016-02-01T17:30:00Z,24.035,0
2016-02-01T18:00:00Z,23.9825,0
2016-02-01T18:30:00Z,24.055,0
2016-02-01T19:00:00Z,24.053525,0
2016-02-01T19:30:00Z,24.0977,0
2016-02-01T20:00:00Z,24.115,0
2016-02-01T20:30:00Z,24.1475,0
2016-02-01T21:00:00Z,24.1075,0
2016-02-01T21:30:00Z,24.1,0
2016-02-01T22:00:00Z,24.0975,0
2016-02-01T22:30:00Z,24.075,0
2016-02-01T23:00:00Z,24.075,0
2016-02-01T23:30:00Z,24.05,0
2016-02-02T00:00:00Z,24.0575,0
2016-02-02T00:30:00Z,24.0625,0
2016-02-02T09:00:00Z,23.9675,0
2016-02-02T09:30:00Z,23.8875,0
2016-02-02T10:00:00Z,23.8775,0
2016-02-02T11:00:00Z,23.8125,0
2016-02-02T11:30:00Z,23.8475,0
2016-02-02T12:00:00Z,23.8375,0
2016-02-02T12:30:00Z,23.8375,0
2016-02-02T13:00:00Z,23.84,0
2016-02-02T13:30:00Z,23.86,0
2016-02-02T14:00:00Z,23.835,0
2016-02-02T14:30:00Z,23.855,0
2016-02-02T15:00:00Z,23.822525,0
2016-02-02T15:30:00Z,23.8675,0
2016-02-02T16:00:00Z,23.865,0
2016-02-02T16:30:00Z,23.9125,0
2016-02-02T17:00:00Z,23.8346,0
2016-02-02T17:30:00Z,23.8175,0
2016-02-02T18:00:00Z,23.8275,0
2016-02-02T18:30:00Z,23.8225,0
2016-02-02T19:00:00Z,23.732875,0
